NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT
630	0	"有一只蚊子只叮""鼠牛虎兔龙蛇马羊猴鸡猪""，那这只蚊子叫做？"	布丁狗	布丁兔	趴趴熊	丁丁
631	0	夕阳西下，断肠人在	医院	海边	家里	夜市
632	0	台北最长的路是	柏油路	忠孝东路	南京东路	松江路
633	0	哪一种车最长	塞车	火车	联结车	汽车
634	0	人类最后一颗牙齿会是	假牙	犬齿	门牙	狼牙
635	0	槟榔西施穿什么最容易引起暴动？	穿泳装	穿帮	穿洋装	穿西装
636	0	为什么猴子最讨厌并行线	因为不会走路	因为没有相交	因为猴子不识字	因为看不到
637	0	哪一个古人曾经牧羊被海扁	苏轼	苏武	苏东坡	苏秦　
638	0	世界上哪一种虾子最有礼貌	金多虾	泰国虾	溪虾	小虾
639	0	为什么子弹打不到星星，因为？	星星太远	星星太小	星星会闪	星星消失
640	0	阴间和阳间的中间在那里？	地狱	天堂	更衣间	太平间
641	0	为什么小红帽的胸部是平的？	因为奶奶被吃掉了	因为她是小鬼	因为她是男的	因为穿太紧
642	0	为什么糖果是母的？	因为糖果很多是红色的	因为糖果会生蚂蚁	因为糖果很甜	因为糖果女生爱吃
643	0	时钟响了十三声之后该做什么事？	该修理了	该吃饭了	该起床了	该睡觉了
644	0	如何盖一座四面都向南的房子？	盖在北极点	盖四个门	盖一个厕所	顶楼加盖
645	0	狮子的投面向南边，尾向应该朝什么方向？	朝下	朝北	朝上	朝东
646	0	小明走到酒家，为什么小华会知道小明破产了？	因为皮包被偷	因为存款被盗领	因为是大富翁游戏	因为猜的
647	0	为什么暑假会比寒假长？	因为老师高兴	因为太热	因为热帐冷缩	因为规定的
648	0	为什么两只狮子在打架，一定要拼到你死我活绝？	因为打赌	因为没人敢去劝架	因为逞强	因为要娶老婆
649	0	火焰、冰雪、暴风、闪电，谁比较聪明？	暴风	闪电	冰雪	火焰
650	0	教授和酒家女结婚生下的小孩，以后会变成什么人？	老师	酒家女	大人	警察
651	0	什么东西没偷到，看的人会很失望？	盗垒	偷钱	偷车	偷女人
652	0	牛有四个，女人却只有两个的是什么？	眼睛	鼻子	脚	嘴巴
653	0	为什么火箭会飞得那么快？	因为升空	因为空气阻力小	因为屁股着火	因为燃料多
654	0	哪种比赛输的有奖，嬴的没奖？	划酒拳	赛跑	跳高	游泳
655	0	铁放在外面会生锈，那金子会如何？	变黑	被偷	生锈	增值
656	0	爸爸妈妈每天晚上睡觉前都要做的事情是什么？	喝水	闭上眼睛	调闹钟	作体操
657	0	不小心吃下了十元硬币该怎么办？	再跟妈妈要一个	不用理它	叫老板拿	去买泻药
658	0	圣诞老人第一个放进袜子里的是什么？	他的脚	糖果	饼干	遥控汽车
659	0	哪一个海钓不到鱼？	北极海	死海	辞海	南海
660	0	为什么要烧纸钱给死人？	因为尊敬	因为有需要	因为害怕	做地下投资
661	0	五千公尺天空上掉下来东西打到人的头，为何没人受伤？	因为没打到	因为头很硬	因为有头发挡住	因为掉下来的是雨
662	0	一位即将被枪决的犯人，他的最大愿望是什么？	吃饱饭	穿防弹衣	再抢一次	睡觉
663	0	哪一种东西买的人知道卖的人也知道，只有用的人不知道？	面包	饮料	冥纸	棺材
664	0	病人去医院检查，医生告诉病人要看开一点，请问这个病人得了什么病？	斗鸡眼	心脏病	严重绝症	气管炎
665	0	何时一只马能吃掉一只象？	下象棋	很饿的时候	发疯时	错乱时
666	0	有两个王子，为了一个很丑的公主打架，为什么？	因为打上瘾了	因为公主在幻想	因为停不下来	因为输的要娶他
667	0	睡美人最怕什么？	肚子饿	失眠	有人打扰	想上厕所
668	0	如果希特勒还活着，那么世界会怎样？	多一个人	毁灭	会战争	会打仗
669	0	什么信最赚钱？	咆哮信	挂号信	勒索信	包裹信
670	0	因为屈原过世，我们得到了什么？	一个日历	一把刀	一天假	一把雨伞
671	0	眼睛闭起来会看到什么蛇？	眼镜蛇	雨伞结	龟壳花	乌蛇蛇
672	0	有个外国人非常害怕台湾的小孩，请问他看到了什么？	交通标志上写'当心儿童'	看到小孩打架	看到小孩偷偷摸摸	看到小孩呕吐
673	0	什么时候别人敲门你不会说请进？	上厕所时	睡觉时	看书时	听电话时
674	0	什么地方物品售价愈高客人越高兴？	汽车旅馆	当铺	便利商店	小吃摊
675	0	小黑上车时和下车的地点相同，他坐的是什么车？	捷运	火车	云霄飞车	客运
676	0	阿信寄了五封信给女友，可是他女友只收到一封，为什么？	女友不喜欢收信	因为他有五个女友	寄错人	没贴邮票
677	0	一只猫看到老鼠，为何拔腿就跑？	因为拔腿开始追老鼠	腿抽筋	害怕	因为老鼠很恐怖
678	0	什么人最好客？	蓝巨人	红巨人	绿巨人	黑巨人
679	0	"计算机键盘的""重心""在哪一个键？"	Z	J	H	K
680	0	什么植物最烫？	竹子	松树	山芋	枫树
681	0	乌龟最怕兔子跟他比什么？	比年纪	比腕力	比帅气	仰卧起坐
682	0	员工跟老板谁比较大？	老板	员工	看出生年月日	不一定
683	0	为什么死去的阿花棺材盖常被打开？	因为盗墓	因为她生前爱踢被子	因为有人恶作剧	因为盖子松掉了
684	0	为什么清洁人员可在半天之内从台北扫地扫到台中？	因为她厉害	因为扫很久	因为她摸鱼	在火车上
685	0	车子紧急转弯时，那个轮胎摩擦力最小？	备胎	左前轮	右前轮	后轮
686	0	黑人为什么不喜欢吃黑巧克力？	怕咬到自己手指	因为太甜	不好吃	吃太多
687	0	地震的时候在什么地方最安全？	桌子底下	床底下	飞机上	车子下方
688	0	偷什么东西不犯法？	偷钱	偷闲	偷车	偷汉子
689	0	偷什么东西不犯法？	偷懒	偷钱	偷车	偷食物
690	0	肛门的功能是什么？	消化	切大便	切香肠	切西瓜
691	0	什么教最多人信？	睡觉	道教	佛教	伊斯兰教
692	0	厕所内应该摆什么花？	喇叭花	棉花	五月花	荷花
693	0	要怎样才能维持长寿？	吃饭	多喝水	保持呼吸	多睡觉
694	0	什么时候花瓶会飞起来？	夫妻吵架时	逛街时	拍卖时	看书时
695	0	超人什么最大？	体型	胸肌	鞋子	力气
696	0	为什么蚕宝宝很有钱？	因为蚕会吃桑叶	因为蚕会结茧	因为蚕走路慢	因为吃很少
697	0	成功的男人背后有什么？	脊椎骨	金钱	好上司	人脉
698	0	女生最喜欢色狼哪一点？	滚远一点	多摸一点	多看一点	靠近一点
699	0	小明有一种课从来不翘，一定准时遵守，请问是哪一堂课？	体育课	国文课	英文课	下课
700	0	黄皮肤人是黄种，黑皮肤人是黑种，绿皮肤的人是？	新品种	绿种	没种	真有种
701	0	什么方式可以快速找到掉地上的图钉？	用手摸	光着脚踩	找人帮忙	开灯找
702	0	电和闪电差在哪里？	闪电比较贵	电比较强	一个要钱一个不用	都一样
703	0	为什么熊要冬眠好几个月？	因为没人敢叫醒牠	因为他爱睡	因为天性	因为没东西吃
704	0	男人最喜欢哪一种车？	轿车	ＢＭＷ	电子花车	福特汽车
705	0	太阳何时会打西边出来？	世界末日的时候	发誓的时候	睡觉的时候	倒立的时候
706	0	教授知道世界上的恐龙只有一种，那就是？	绝种	有种	没种	真够种
707	0	哪一种门不能关？	铁门	监狱的门	教堂的门	球门
708	0	绿豆是哪里人？	嘉义人	澎湖人	台南人	香港人
709	0	什么东西千万不可以背？	女人	冰箱	罪名	水果
710	0	什么东西千万不可以背？	金钱	黑锅	背包	篮球
711	0	为何很多人讨厌过32岁生日？	因为老了	因为蛋糕上的蜡烛三长两短	因为没人庆生	因为忘记
712	0	有一只毛毛虫爬到悬崖边，请问它要如何过去？	跳过去	没办法过去	等待变成蝴蝶飞过去	慢慢爬过去
713	0	为什么小华爬树不会被妈妈骂？	妈妈也一起爬	妈妈没看到	因为小华是一只猴子	树很矮
714	0	老张一天要剪七八次头发，头发依然很长，为什么？	因为他是魔鬼	因为他是理发师	因为没人看见	因为没人理它
715	0	打什么东西不必用力？	打哈欠	打架	打人	打球
716	0	打什么东西不必用力？	打架	打人	打球	打盹
717	0	打什么东西不必用力？	打架	打人	打嗝	打球
718	0	什么车不会跑？	风车	火车	汽车	小客车
719	0	什么酒不能喝？	XO	啤酒	碘酒	红酒
720	0	什么蛋不能吃？	考试拿到的鸭蛋	鸵鸟蛋	生鸡蛋	蛇蛋
721	0	什么蛋不能吃？	鸵鸟蛋	生鸡蛋	王八蛋	蛇蛋
722	0	世界上哪一条路最窄？	巷子	防火巷	死路	冤家路
723	0	一个人从大楼摔下来却没摔死，为什么？	因为他是铁打的	因为治疗好了	不知道	他在大楼一楼
724	0	人最怕屁股上有什么东西？	有便便	有伤疤	有伤口	有债
725	0	大胖子最讨厌人家说什么？	吃少一点	请保重	请小心	请珍惜
726	0	小甜甜身体哪个地方最甜？	手	脚	耳朵	鼻子
727	0	正在考试的试场中两个考生交换考卷，监考官跟其他考生却不认为他们作弊，为什么	他们交换的是白卷	他们的后台很硬	买通了监考官	买通了其他考生
728	0	小明跟小华都住同一条街上，一起上学，可是一出门就一个向左走，一个向右走，为什么	因为他爱看几米漫画	他们习惯倒退噜	因为他们耍笨	因为他们住在对面
729	0	亚当跟夏娃结婚后最大的遗憾是什么	吃了毒苹果	没人来喝喜酒	被上帝责骂	唯一的证人是一条蛇
730	0	五个人分苹果怎样最公平	榨成汁	切两刀	随便切反正我不吃	让他们猜拳输的不吃
731	0	偷什么东西没有违法？	偷钱	偷面包	偷笑	偷水果
732	0	偷什么东西没有违法？	偷机车	偷饼干	偷瞄	偷零食
733	0	哪一种屎大家都敢用手去摸？	牛屎	自己的耳屎	路边干掉的狗屎	鸟大便
734	0	哪一种屎大家都敢用手去摸？	厕所自己的便便	路边干掉的狗屎	宠物的粪便	自己的眼屎
735	0	什么人眼睛可以睁开最久？	戴眼镜的人	睡觉的人	死不瞑目的人	刚醒来的人
736	0	为什么吸血鬼害怕看到铝箔包果汁？	不喜欢蔬菜味道	"因为""汁""字有个十字架"	讨厌蕃茄汁	不爱喝水
737	0	哪一位女性不用换衣服？	槟榔西施	午夜场工作的女人	自由女神	女艺人
738	0	世界上哪个女人不怕风吹雨打？	槟榔西施	自由女神	午夜场工作的女人	女演员
739	0	小黑拼命喝水，可是他已经很饱了，为什么？	因为口渴	因为水快没了	因为他溺水了	因为水很贵
740	0	什么比赛输了有东西喝，赢的没有？	赛跑	比麻将	比跳高	划酒拳
741	0	为什么大明整天看照片，却还认不出照片里的人是谁？	因为看不出来	因为照片模糊	因为他看Ｘ光片	因为看底片
742	0	裕隆汽车和福特汽车谁比较硬？	进口的	国产的	都很硬	撞一次就知道了
743	0	有一家医院从不看人，为什么？	因为是妇产科	因为是动物医院	因为医生偏心	因为医生是男的
744	0	蚊子的前世，可能是什么？	地下钱庄老板	蜻蜓	蝙蝠	老鹰
745	0	世界上所有人类的死，到最后都只有一种，请问是什么？	心脏病	癌症	意外	呼吸停止
746	0	为什么传说中的公主结婚之后，再也不怕蚊子？	因为王子很会打蚊子	因为嫁给青蛙王子	因为有擦防蚊液	因为蚊子不敢靠近
747	0	什么时刻人是最好商量的？	被枪指着头的时候	睡觉的时候	惊吓的时候	赚大钱的时候
748	0	你要怎样证明你喜欢的人他的性别？	跟踪她	看他的衣服	看他的鞋子	看身分证
749	0	每个月总无法让你安心的薄纸是什么？	钞票	罚单	月考考卷	冥纸
750	0	哪一种卡片最容易夺得女性芳心？	圣诞卡	生日卡	贺年卡	现金卡
751	0	哪一种卡片最容易夺得女性芳心？	金融卡	圣诞卡	生日卡	贺年卡
752	0	哪一种纸最容易获得女人的心？	钞票纸	冥纸	画满爱心的纸	甜言蜜语的纸
753	0	哪一种职业必须靠女人来吃饭？	电视剧	歌星	妇产科医生	服务生
754	0	阿强公司的软件大卖一百万套，为什么公司还是倒闭了？	因为老板跑了	因为软件有问题	因为一套卖一块钱	因为大卖的是盗版商
755	0	离婚率提高的主要原因是什么？	吵架	打架	一直有人结婚	有代沟
756	0	严格来说，'接吻'应该是哪一种词？	名词	介词	连接词	代名词
757	0	龟兔赛跑兔子又输了，这次地点可能在哪里？	山上	树下	海底	河边
758	0	小美上小学后，老师称赞她算数一数二，为什么小美的妈妈并不开心？	因为小美很丑	因为小美不爱上学	因为只会从一数到二	因为小美口吃
759	0	阿美发誓再也不用右手抽烟了，可是她下次又抽了，为什么？	因为发誓不够狠	因为没点火	她用左手抽	因为别人的烟
760	0	阿姆斯特朗登入月球，第一句话说的是？	这是我的一大步	美国话	嗨，你好吗	大家好，我是阿姆斯特朗
761	0	美国人什么地方比台湾人的还长？	名字	双腿	手指	头发
762	0	台北市哪一个区最小？	机车待转区	中山区	信义区	大安区
763	0	什么人一听到乐曲，手就开始摆动？	高兴的人	唱歌的人	主持人	指挥的人
764	0	什么布没办法剪破？	瀑布	牛仔布	抹布	破布
765	0	什么塔，不能爬	比塞塔	灵骨塔	寺庙的塔	九层塔
766	0	什么塔可以吃？	比塞塔	九层塔	灵骨塔	寺庙的塔
767	0	为什么小明一直踢妈妈，爸爸却拿他没办法？	因为小明还在妈妈肚子里	爸爸不敢打小孩	妈妈会心疼	小明很恐怖
768	0	为什么小华在捷运不让座，却没人骂他？	因为大家不敢	因为小华很强壮	因为还有很多空座位	因为骂过了
769	0	家里的相机、冰箱、电视陆续被小英弄坏，爸爸应该先修理哪一种？	先修理小英	冰箱	电视	相机
770	0	麦克不小心车祸撞断双手，但是却还是可以为国争光比赛打球，为什么？	因为无人可以取代他	因为手接好了	因为比赛的是足球	因为豁出去了
771	0	一个很可恶的人是狗娘养的，那么一个很善良的人是谁养的？	他老师养的	石头蹦出来的	他的爸妈养的	地上检的
772	0	杰克的爸爸因为犯罪被判死刑，后来杰克当了什么？	当强盗犯	当了孤儿	当复仇者	当皇帝
773	0	断崖距离20公尺，如果小明要过去，他需要助跑多远？	100公尺	不用助跑，他可以走旁边的桥	20公尺	3000公尺
774	0	锅子什么时候会飞出窗外?	被偷的时候	没人用的时候	吃饭的时候	夫妻打架的时候
775	0	超人什么东西最大?	力气	那个地方	头脑	内裤的尺寸
776	0	买棺材最讨厌老板说什么?	来呦，买一送一	有打折扣	下次请早	货物售出恕不退还
777	0	为了考试能更高分，我们势必要多做什么事情？	多买一点吃的	多念一点书	多喝一点蛮牛	皮再绷紧一点
778	0	长寿的真正秘诀是什么？	维持生命	多吃蔬菜	不挑食	吃营养一点
779	0	厕所内摆什么花最实用？	喇叭花	百合	玫瑰花	五月花
780	0	通缉犯下车后，为什么他不用付费？	因为他恐怖	因为司机怕他	因为下的是警车	因为忘了带钱
781	0	有一个秘医医治病人，死也不肯把口罩脱下来，为什么？	怕感冒传给病人	长期口臭	习惯戴着	怕医死人被认出来
782	0	开车在十字路口突然发现一位立委、一个警察、一个议员，你要先撞哪一个？	先采煞车	立委	警察	议员
783	0	为什么死人会手脚冰凉？	因为心静了	因为没保暖	因为没运动	因为没穿衣服
784	0	被散弹枪打到粉碎的尸体叫做什么？	破碎尸	人骨粉末	人渣	僵尸
785	0	动物园什么动物过世，工人会最伤心？	孔雀	狮子	老虎	大象
786	0	癌细胞生在什么地方你比较不担心？	陌生人的身上	脚上	脸上	屁股上
787	0	什么东西你没做，却会受罚？	回家作业	闲事	作弊	做菜
788	0	什么东西你都不去管他，却也被罚了？	路人车祸	账单	闲事	时间
789	0	什么事情你只能用你的右手做？	打球	剪左手的指甲	赌博	打麻将
790	0	伞兵忘记戴降落伞就往下跳，该怎么办？	该投降了	该求救了	该重跳一次	该认命了
791	0	三个女叫做奸，三个木叫做森，那三个强盗要叫什么？	叫阉	叫爸妈	叫兄弟	叫警察
792	0	什么时候你必须把很多本书，塞进一个很小的地方？	睡觉前	上学前	要开学以前	考试的前一天晚上
793	0	老王在寺庙内吹熄蜡烛却没捱骂，为什么？	因为他是住持	因为老王是神	因为他吹放在神桌上的生日蛋糕	因为蜡烛很多根
794	0	两张全新的纸钞，什么地方不同？	金额	钞票号码	颜色	大小
795	0	什么人工作会闭着眼睛，回家才会打开眼睛数钱？	焊接工人	盲人	乞丐装瞎子	油漆工人
796	0	什么东西比乌鸦还要讨厌？	一群乌鸦	乌鸦大便	乌鸦嘴	乌鸦掉毛
797	0	小猪扑满上面的密码锁打不开，这时候你该去找什么东西？	找老师	找爸妈	找钥匙	找铁锤
798	0	小明的女友最近一直抱怨他言而无信，请问该怎么办？	要老实点	要少打电话了	要多联络	要多照顾她
799	0	有一家宠物店失火了，请问什么动物会先跑出来？	贵宾狗	博美狗	拉布拉多	顾店的人
800	0	小英带了一百元出门，买65元的东西，老板却只找他五元，为什么？	因为老板超抠门	因为老板很贱	因为太熟了，随便找	因为只拿了70元给老板
801	0	一桩买卖正在进行，为什么老板一直降低价格？	因为老板要大放送	因为物品有瑕疵	因为客人很厉害	因为客人拿东西来典当
802	0	什么时候路边会被画一堆红线？	油漆工很闲的时候	政府缺钱的时候	车位太多的时候	油漆太多的时候
803	0	大华没钱也可以坐捷运，为什么？	因为他硬闯	因为他没下车	因为他是流氓	因为他用悠游卡
804	0	闭上一只眼睛还可以骑车，那么闭上两只眼睛呢？	会塞车	会撞车	会停车	会没有车
805	0	动物园内，脖子最长的是长颈鹿，脖子第二长的动物呢？	小长颈鹿	长颈龟	长颈像	蛇
806	0	小黑偷窃被关三个月，大黑杀人却只关一个月，为什么？	因为一个月就处死了	因为他是黑帮老大	因为大黑是立委	因为杀的人没死
807	0	小英常常被称作女强人，可是她能力并不是很厉害，为什么？	因为被逼的	因为她常常强人所难	因为小英是男的	不知道
808	0	为什么肥胖的女性比较不容易被骚扰？	因为胖女生力气很大	因为不受到注意	因为男人不爱油豆腐	目标太大
809	0	为什么肥胖的女性比较不容易被骚扰？	因为胖女生脾气差	因为机率比较低	不知道	因为男人不爱油豆腐
810	0	司机收到冥纸怎么办？	拿去烧掉	还给对方	拿去地下钱庄兑换	留着保平安
811	0	什么人生病没办法'看'医生？	聋子	没病的人	瞎子	没钱的人
812	0	阿光第一次到同学阿明家，一看就知道她妈妈是个左撇子，为什么？	阿明透露的	阿明左脸被赏一个耳光	阿明也是左撇子	阿光猜的
813	0	阿辉上班老是在摸鱼，为什么不会被开除？	在水族馆上班	因为老板有钱	老板是他哥哥	老板看不见
814	0	阿辉上班老是在摸鱼，为什么不会被开除？	老板一起打混	老板都没看到	不知道	在水族馆上班
815	0	一位运动选手可以倒立30分钟，却无法站在木板上，为什么？	因为木板歪了	因为木板钉在墙上	木板太扁了	木板太薄
816	0	一位运动选手可以倒立30分钟，却无法站在木板上，为什么？	木板太薄	木板上很脏	不知道	因为木板钉在墙上
817	0	什么时候看到的火星最大？	登陆的时候	望远镜很好的时候	天黑的时候	看照片的时候
818	0	什么时候看到的火星最大？	电视报导的时候	登陆的时候	半夜的时候	看照片的时候
819	0	两个人走在路上，一个被高压电电死，另一个却也死掉了，为什么？	因为是警察靠着嫌犯	因为是夫妻	因为是兄弟	因为另一个人犯太岁
820	0	什么东西要暗暗的才可以做？	洗底片	点蜡烛	找灯	开电视
821	0	什么东西要暗暗的才可以做？	洗底片	开冰箱	看月亮	放烟火
822	0	小黑说农药对他并不会有伤害，为什么？	因为小黑强壮	因为不要喝它就好了	因为小黑免疫了	因为小黑肚子很大
823	0	小田说农药对他并不会有伤害，为什么？	因为小田是农夫	因为小田是医生	因为不要喝下去就好了	因为不知农药是啥
824	0	怀孕中的小英对孩子的长相一点也不期待，为什么？	因为小英很笨	因为生小孩还早	不知道	因为还不清楚爸爸是谁
825	0	鹿为什么要借梯子才能和母鹿接吻？	迷恋上母长颈鹿	因为牠太矮	因为舌头太短	因为他喜欢站高点
826	0	小丽想要整形，医生却说没办法，为什么？	因为小丽没钱	因为根本不知道从何下手	因为医生太逊了	因为医生休诊
827	0	什么书一次要买两本？	结婚证书	字典	圣经	佛书
828	0	当天的报纸上什么东西一定是正确的消息？	日期	头条新闻	广告	体育焦点
829	0	当天的报纸上什么东西一定是正确的消息？	社会版	科技版	股票	日期
830	0	为什么小陈说，没有女生他会活不下去？	小陈好女色	小陈是卖卫生棉的	小陈是个犯罪者	小陈乱说的
831	0	老王害怕他的小孩去牛肉场看到不该看的东西，请问是什么？	怕看到人家喝酒	怕看到人家抽烟	怕小孩看到他爸爸	帕看到牛
832	0	有一天你买了一只鸡会下金蛋，这时候要怎么办？	打自己一巴掌，快醒醒吧！	赶快煮来吃	赶快剖腹检查	去拜拜
833	0	有一天你买了一只鸡会下金蛋，这时候要怎么办？	快点拿去还	打自己一巴掌，快醒醒吧！	放着养到长大	去拜拜
834	0	什么海不产海鲜？	死海	地中海	渤海	辞海
835	0	茅山道士下山除妖，拼命的对妖怪念经文却还是无效，为什么？	因为口齿不清	拿到盗刷品	因为妖怪太多	因为看不懂
836	0	茅山道士下山除妖，拼命的对妖怪念经文却还是无效，为什么？	因为经太长	因为念错种类	拿到盗刷品	因为看不懂
837	0	小木偶爱说谎，不让他鼻子变长有什么办法？	贴上胶带	养一只啄木鸟	绑起来	戴面具
838	0	为什么训兽师把头身进去老虎嘴巴内不会被咬？	因为一年没洗头了	因为老虎不知道	因为老虎吃饱了	因为老虎没牙齿
839	0	如果要把人塞进冰箱，必须先作什么？	要先把冰箱的东西清出来	要先拔掉电源	要先洗干净	先找袋子装好
840	0	蛇为什么要脱皮？	因为习性	因为皮太长	因为皮在痒	因为晒伤
841	0	大野狼入侵水泥房，可是三只小猪却没办法吃，为什么？	因为太脏了	因为小猪很强	因为小猪是扑满	因为小猪求饶
842	0	龟兔赛跑，这次兔子又输了，为什么？	因为跑错路线	因为兔子感冒了	不知道	因为对手是忍者龟
843	0	要怎样知道螃蟹有没有喝醉？	找直走的那只就对了	用闻的	看颜色	吃看看才知道
844	0	人家说打狗要看主人，那么打狮子要看什么？	要看天色	要看气温	看你有没有种啰	要看时间
845	0	人家说打狗要看主人，那么打狮子要看什么？	看生辰八字	要看对象	看他有没睡觉	看你有没有种啰
846	0	什么龙的化石永远挖不到？	乌龙	暴龙	雷龙	逊猛龙
847	0	什么人还没当爸爸，就先当公公了？	太监	失恋的人	离婚的老人	爷爷
848	0	圣女贞德后来去了哪一国？	法国	德国	天国	英国
849	0	比踩到大便更倒霉的事情是什么？	踩到香蕉	踩到地雷	踩到两陀大便	踩到人家的脚
850	0	什么时候看到的星星最多？	被打昏的时候	晚上的时候	月圆的时候	农历十五
851	0	什么时候看到的星星最多？	用望远镜的时候	天色黑的时候	不知道	被打昏的时候
852	0	世界末日如果到了，什么地方最安全？	山洞	天堂和地狱	地下室	医院
853	0	世界末日如果到了，什么地方最安全？	天堂和地狱	大厦内	涵沟	山上
854	0	人死了为什么要闭上眼睛？	因为没力气了	因为睁开你会吓死	因为眼皮软化	因为太阳太大
855	0	什么店不可以买一送一？	卖灵骨塔的	菜市场	大卖场	全联
856	0	什么店不可以买一送一？	卖报纸的	卖灵骨塔的	卖广告的	卖大哥大的
857	0	万一有人发烧到70度，要找谁来帮忙？	牧师	礼仪师	法师	消防队
858	0	为什么张先生可以一边刷牙一边唱歌？	因为牙刷没有毛	因为刷拿在手上的假牙	因为他很厉害	因为歌喉很好
859	0	大禹为何三过家门而不入？	因为太忙了	因为没看到	因为路过的是后门	因为没带钥匙
860	0	小英擦了一天的地板，妈妈看到还是说很脏，这时候怎么办？	这时要帮妈妈擦眼镜了	给我继续擦！	要换水了	要换抹布了
861	0	奔驰车在省道高速甩尾左弯，这时候哪个轮胎会先离地？	左前轮	右前轮	备胎	右后轮
862	0	小明可以轻松跳过一米高的架子，可是有个三十公分的椅子他却跳不过去，为什么？	椅子放在墙角	椅子太大张	椅子是纸做的	因为椅子太远
863	0	小明可以轻松跳过一米高的架子，可是有个三十公分的椅子他却跳不过去，为什么？	椅子很危险	椅子放在墙角	椅子是红色的	因为椅子消失了
864	0	在什么时候有人敲门不可以说请进？	在厕所拉肚子的时候	跑步的时候	睡觉的时候	吃饭的时候
865	0	在什么时候有人敲门不可以说请进？	在厕所拉肚子的时候	看书的时候	夫妻吵架的时候	晚上一个人的时候
866	0	比尔盖斯每天挥霍家产，最后还是拥有千万的财产，为什么？	因为有多的户头	因为中了乐透	因为他本来有亿万的财产	因为花太多
867	0	开出租车的张七今天出门都没有客人对他拦车，为什么？	因为他的车很脏	因为张七今天走路出门	因为油价上涨	因为他超速
868	0	开出租车的张七今天出门都没有客人对他拦车，为什么？	因为警察在抓	因为张七今天走路出门	因为张七不想停车	因为冲太快
869	0	一般人睡觉都躺平在床上，哪么背部长了肿瘤的人要怎么睡觉？	只能坐着睡觉	站着睡觉	把眼睛闭上就可以了	倒立睡
870	0	武智每天下班都很早就回家，可是回去还是捱骂，为什么？	因为回家已经一大清早了	因为老婆爱骂人	因为吵到家人	因为没买吃的
871	0	花妈家里农场没有养鸡，可是还是有蛋可以捡，为什么？	因为蛋是买的	因为家里有个王八蛋儿子	因为花妈家养鸭	因为隔壁有多的
872	0	小凡身上带着一迭钞票在家到处走，爸爸却没有觉得奇怪，为什么？	因为爸爸是有钱人	因为爸爸给他的	不知道	因为那是买给他的玩具钞票
873	0	大安森林公园举办赛车，小黑的车不小心撞到树，为什么小黑完全没受伤？	因为是遥控汽车比赛	因为小黑习惯了	因为小黑是超人	因为小黑跳车
874	0	小京今天在学校打针，回家跟妈妈说屁股一点也不痛，为什么？	因为打在手臂上	因为护士很厉害	因为小京习惯了	因为屁股肉多
875	0	有只猴子爬上树一分钟可摘一颗西瓜，20分钟可以摘几个？	1个，因为他拿不动了	0个，因为西瓜不长树上	20个	无限多个，拔完为止
876	0	农夫用手采米粒一分钟可以采50颗，秋天收成时一天他可以采几颗？	超过一万颗	没有农夫收稻穗会用手采米粒	超过五千颗	超过五万颗
877	0	一头狮子往北走，转过东边，又转往西边，这时候他的尾巴会向着哪一边？	向西边	向东边	向下边	向北边
878	0	一杯倒满的果汁，怎要才能先喝到杯子最底下的果汁？	慢慢喝	用吸管	用摇的	倒到另外一杯
879	0	阿丰从飞机上掉下来却没事，为什么？	因为飞太高了	已经摔到天堂了	因为他从还没起飞的飞机入口摔下来	因为飞机坠机
880	0	小小祝英台，躺着等我来，抱住她的腰，两腿就分开，慢慢放进去，味道就出来？	卫生纸	烤箱	筷子	夹子
881	0	世上有一宝，谁都离不了，看也看不见，摸也摸不着，问它在那里，就在身边找？	光	空气	海浪	台风
882	0	只取一二三五？	罪	有	罗	睪
883	0	在家清清白白，出门脸画花，走过千山万水，避开肚子说话？	红包	信封	雨衣	宣纸
884	0	是耳不像耳，像耳不是耳？	爷	耶	爹	爸
885	0	昨日今天明天？	春	器	晶	吕
886	0	云是我妈，风是我爸，河水是我儿女，没我时人们想我，来多了人们又嫌我？	雨	雾	冰	雪
887	0	园中花化成灰，夕阳一点已西坠，空听马蹄归，秋日残红营火飞（射一字）？	萨	苏	兰	芬
888	0	地震的时候，在什么地方最安全？	火车上	家里	骑楼下	机上
889	0	熊为什么要冬眠 6 个月？	牠高兴	安眠药药效太强	冬眠就不用觅食	没人敢去叫醒牠
890	0	甚么时候一只马能吃掉一只象？	它不吃素的时候	饿了三天三夜后	下象棋的时候	世界大战时
891	0	什么人睡着了是最难叫醒的？	打瞌睡的人	假装睡着的人	很久没睡的人	讨厌睡觉的人
892	0	为什么人生会时常迷路？	因为没有指南针	因为是路痴	因为人生地不熟	因为忘了问路
893	0	西瓜打头还是菠萝打头哪一个打头比较痛？	西瓜	菠萝	番石榴	头比较痛
894	0	网址会变什么？	鸭子	猴子	青蛙	老虎
895	0	哪一个字最酷？	丁	甲	乙	丙
896	0	哪两个字母在一起会发出爆炸声？	NO	OK	DO	SO
897	0	超人保护地球，那谁保护城市？	猎人	天神	总统	屏幕
898	0	蚊子不叮12生肖中的哪一种动物？	猪	狗	牛	蛇
899	0	谁遗弃了婴儿？	皇后	国王	公主	王子
900	0	哪一族声音最哑？	阿美族	泰雅族	卑南族	水族
