NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	NUM
181	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一般公司行号的商标设计属于？	知觉传达设计	基本设计	视觉传达设计	综合设计	3
182	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G苏州四大园林之一的留园建于哪一年代？	元	明	清	宋	3
183	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G四大藏书阁之一的文津阁坐落于：	宁波	上海	承德	杭州	3
184	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G草莓在哪国作为蔬菜？	韩国	菲律宾	日本	马来西亚	3
185	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G四大书院之一的岳麓书院坐落于：	湖北	湖南	河南	江西	2
186	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G长江三峡由西陵峡、巫峡、瞿塘峡组成，其中最长的一个峡为：	巫峡	西陵峡	瞿塘峡	一样长	2
187	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G理发店门前都有一个红、蓝、白三色带组成的旋转柱，其中白色代表：	头发	护理	绷带	手帕	3
188	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人们在制作饼干、面包时常往里面掺进一些：	花生酱	小苏打	果汁	果酱	2
189	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上体积最大的鸟为何？	柯利鸟	大鸨	天堂大丽鹃	大秃鹫	1
190	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一般钞票、印花等具有精细特质的印刷是属于？	凸版	孔版	平版	凹版	4
191	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G大豆是部分豆类的统称，哪些不属于大豆？	黄豆	青豆	黑豆	豇豆	4
192	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G汤上浮着一层油会使汤凉得：	变快	不影响	不清楚	更慢	4
193	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G普洱茶的产地在哪？	江西	湖北	福建	云南	4
194	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G金鱼源于：	鲤鱼	野生鲫鱼	草鱼	野生鲑鱼	2
195	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G送给恋人101朵花表示：	一心一意	相守一生	唯一的爱	一生一世	3
196	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G为了使水尽快结冰，你应该放入糖、盐、雪、碱中的哪一种？	糖	雪	盐	碱	2
197	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最适合送给新婚夫妇的花：	火鹤花	康乃馨	百合	海芋	1
198	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一般认为西方都市计划的历史，是从哪个时期开始的？	文艺复兴	洛可可	中世纪	巴洛克	4
199	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G豆类及其制品食后可增强哪个器官的解毒功能：	心脏	肾脏	肝脏	脾脏	3
200	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G二十世纪初以『下楼梯的裸女』驰誉艺坛的是？	达利	毕加索	杜象	马蒂斯	3
201	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G二十世纪初西洋艺术流派中，与潜意识和梦的经验相揉合的是？	超现实主义	立体主义	表现主义	达达主义	1
202	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上冲刺速度的最快的鸟为何？	游隼	蜂鸟	天堂鸟	雨燕	1
203	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G十七世纪盛期巴洛克建筑最伟大的大师是？	贝尼尼（G.L.Bernini）	罗米尼（F.Borromini）	马德诺（C.Maderno）	瓜里尼（G.Guarini）	1
204	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一种动物在印度忌食因其被认为是神圣的东西？	羊	猪	牛	狗	3
205	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G十九世纪后期以色彩错觉科学性理论为依据，进行点描技法创作而知名于世的画家是？	秀拉	雷诺阿	波纳尔	罗特列克	1
206	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪种古生物生存于中生代？	恐龙	菊石	笔石	三叶虫	1
207	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列文字何者最古老？	楷书	行书	篆书	隶书	3
208	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G正月初一吃饺子这一习俗从哪个朝代开始？	明	宋	元	清	1
209	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G太平天国初期的东王是：	韦昌辉	杨秀清	洪秀全	石达开	2
210	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《异乡人》作者是：	都德	卡缪	歌德	狄更斯	2
211	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者不含在中国画三绝之中？	诗	书	画	景	4
212	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G复活节岛地处：	北太平洋	南太平洋	印度洋	南大西洋	2
213	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G牛郎星是哪一个星座的第一亮星？	天琴座	天鹰座	狮子座	猎户座	2
214	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G八股取士始于何时？	清朝	南宋	北宋	明朝	4
215	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G波旁王朝是哪个国家的？	英国	法国	德意志	奥地利	2
216	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G内蒙境内最大的湖泊为：	呼伦湖	天池	洪泽湖	太湖	1
217	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被称为万园之园""的是："	颐和园	圆明园	拙政园	畅春园	2
218	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人全身共有几块骨头？	205块	200块	206块	216块	3
219	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者不是古希腊罗马时期的七大奇景之一？	宙斯神像	万里长城	巴比伦空中花园	罗德斯岛巨像	2
220	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古埃及文明的一大遗憾是没有留下？	史书	历法	文学	文字	1
221	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G至今为止，地球的年龄约有：	40亿年	45-46亿年	50亿年	47亿年	2
222	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被称为太阳王的国王是谁？	路易十六	路易十四	路易十三	路易十五	2
223	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者不是米开朗基罗的名作？	戴维像	维纳斯	圣悼	摩西像	2
224	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上华人、华侨最集中的地区是：	美国	西欧	大洋洲	东南亚	4
225	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G欧洲著名的百年战争发生在哪两个国家？	英美	英法	法德	法奥	2
226	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者不是使用镶嵌的技法？	外框法则的雕塑	碎锦画	彩色玻璃窗	剪黏	1
227	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者不是现代的七大奇景之一？	埃及金字塔	泰姬玛哈陵	美国大峡谷	毛索洛斯墓庙	4
228	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G谁曾将匈奴打出河套及其以西一带，出现漠南无王庭""的局面？"	秦始皇	汉武帝	汉高祖	唐太宗	2
229	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G辽宁又称为：	热河	奉天	关东	满洲	2
230	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G撒哈拉以南的非洲分布最广的气候是：	热带沙漠气候	热带草原气候	热带雨林气候	垂直气候带	2
231	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G半坡遗址是哪个地方的原始母系社会遗址？	长江流域	黄河流域	珠江流域	闽江流域	2
232	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G目前地球上已知的最大陨石坑位于：	南美洲	非洲	大洋洲	北美洲	4
233	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古代最先出现的纸币是：	元代宝钞	"宋代的交子"""""	宋代银票	宋代交钞	2
234	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者不属于『谢赫六法』？	气韵生动	应物象形	传移模写	中得心源	4
235	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G素有沙漠之舟""之称的内蒙古双峰驼生长在："	草原地区	平原地区	农耕地区	荒漠地区	4
236	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G历史上，北部草原游牧各部中，谁建立了第一次统一的游牧军事政权？	鲜卑	匈奴	羌族	吐蕃	2
237	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G武则天的第一个老公是谁？	唐高宗	唐太宗	唐中宗	唐宪宗	2
238	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G工业革命的发祥地在：	英国	法国	荷兰	奥地利	1
239	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者不属清朝画派？	岭南派	明末四僧	金石画派	吴派	4
240	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G飓风""是在哪个洋面上形成的台风？"	印度洋	大西洋	北冰洋	加勒比海	2
241	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G秦权""是什么？"	秦朝标准砝码	秦朝法令	秦朝政治制度	秦朝军事制度	1
242	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古代著名的水利工程都江堰是谁设计的：	李斯	李冰	诸葛亮	晁错	2
243	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者并非木偶戏班的禁忌？	不可吃螃蟹	不可说蛇字	不可吃牛肉	不可打破碗	3
244	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G麦加""是什么宗教的圣地？"	基督教	犹太教	天主教	伊斯兰教	4
245	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者是小学美劳科常用的纸张标示？	4K、170P	2K、300P	1K、70P	16K、500P	1
246	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古代在秋天执行的死刑叫什么？	斩首	凌迟	秋决	车裂	3
247	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《还珠格格》中的皇帝是：	道光	嘉庆	康熙	乾隆	4
248	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G滑铁卢""是失败的代名词，滑铁卢战役与谁无关？"	罗马教皇	惠灵顿	布吕歇尔	内伊	1
249	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上最大的坐佛位于：	阿富汗	四川	陕西	山西	2
250	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中亚气候的最大特征是：	干旱	多雨	湿润	寒冷	1
251	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者是古希腊罗马时期的七大奇景之一？	埃及金字塔	泰姬玛哈陵	毛索洛斯墓庙	美国大峡谷	3
252	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G埃及地处非洲的：	东南部	西北部	中北部	东北部	4
253	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上种植面积最大种植量最广泛的粮食作物是：	玉米	小麦	水稻	大豆	2
254	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G南北朝时期有叫做僚人入蜀""的一次大规模移民。请问他们是从哪里去的？"	湖南	云南	湖北	贵州	4
255	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G地质学家把地球的历史分成几个代""，""代""之下还有""纪""，划分依据是："	陆地变迁	生物的演变	气候演变	时间断代	2
256	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G每个帝王陵区只有一个主神道，一般修在谁的陵前？	第一个埋葬者	最后一个埋放者	第二个埋放者	都可以	1
257	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G仙人掌的刺，是植物本身的	叶子退化现象	保护作用产生	根	毛	1
258	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一年四季中，西藏没有哪一个季节？	春季	夏季	秋季	冬季	2
259	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G将办理与银两有关的金融机构称为银行，最早见于：	《资政新篇》	《天演论》	《四国志》	《海国图志》	1
260	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G唐代的北方草原上，契丹酋长辗转臣服于唐朝和谁之间？	匈奴	吐蕃	突厥	蒙古	3
261	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G金针的开花季节是在"""	九月	六月	三月	一月	1
262	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G芒种是在阳历的几月？	5月	6月	7月	8月	2
263	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G秦始皇时期修筑的唯一直道，从陕西咸阳出发，到达了哪里？	九原	嘉峪关	娘子关	河套地区	1
264	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G好望角位于什么盛行风带？	南风	北风	西风	东风	3
265	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G珠穆朗玛峰高海拔多少米？	8844米	8852米	8644米	8884米	1
266	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G光速约为：	35万公里每秒	38万公里每秒	28万公里每秒	30万公里每秒	4
267	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上落差最大的瀑布是：	安赫尔瀑布	黄果树瀑布	尼亚加拉大瀑布	维多利亚瀑布	1
268	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G大气层厚度约为？	3000公里	2500公里	3500公里	4000公里	1
269	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪个《射雕英雄传》中的人物是完全虚构的？	铁木真	托雷	桑昆	洪七公	4
270	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蒙古语中的召""，是什么意思？"	旨意	喊话	庙宇	宫殿	3
271	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者是现代的七大奇景之一？	泰姬玛哈陵	宙斯神像	巴比伦空中花园	罗德斯岛巨像	1
272	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G诺贝尔基金会管理诺贝尔奖金，基金会设在：	瑞典	瑞士	法国	挪威	1
273	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者是罗马建筑最有名的建造手法？	圆拱	尖拱	飞拱	山形墙	1
274	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古迹龙门石窟位于哪个城市？	山西大同	甘肃敦煌	宁夏中卫	河南洛阳	4
275	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G平安王朝是哪个国家的？	日本	朝鲜	百济	高丽	1
276	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古建筑屋顶中等级最高的是：	重檐庑殿顶	重檐	庑殿顶	琉璃顶	1
277	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G日本领土组成中，面积最大的岛屿是：	四国岛	北海道岛	九州岛	本州岛	4
278	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G回眸一笑百媚生""是指哪个美女？"	杨贵妃	西施	王昭君	赵飞燕	1
279	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者为『第二次色』？	黄、红	红、青	绿、紫	青、黄	3
280	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G湖南湖北的湖""是指："	洞庭湖	鄱阳湖	洪泽湖	太湖	1
281	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哥伦布航海计划得到谁的支持才变成现实？	西班牙王后	西班牙国王	西班牙太后	西班牙太子	1
282	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G西印度群岛位于：	大西洋西部	大西洋东部	大西洋南部	太平洋西部	1
283	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G白马非马""出自谁口？"	陆游	郭守敬	公孙龙	王守仁	3
284	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者为代表象征主义之建筑？	德国爱因斯坦天文台	英国伦敦国家剧院	法国蓬皮杜艺术文化中心	纽约电报电话公司大楼	1
285	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G青藏高原平均海拔多少米？	4000米	3500米	5000米	4500米	4
286	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者为本土雕塑家？	黄土水	黄木村	罗丹	林之助	1
287	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者为毕加索为战争题材所绘的作品？	格尔尼卡	阿维农少女	三个乐师	鸽子与我	1
288	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者为超现实主义画家？	林布兰特	杰克梅地	汤姆沙耶	达利	4
289	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国国旗星条旗最初制定时旗上有多少颗星？	47颗	49颗	13颗	50颗	3
290	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者属于寒色系列？	青	橙	赤	黄	1
291	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G4世纪后期，统一黄河流域的少数民族政权是：	前秦	北魏	东晋	后汉	1
292	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G文艺复兴时期的《忏悔录》是谁写的？	狄更斯	鲁索	拜伦	雪莱	2
293	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个国家设立了鸟蛋博物馆？	法国	英国	德国	美国	3
294	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我们可以看到的月亮最多占月亮表面积的多少？	0.59	0.5	0.4	0.65	1
295	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G大陆棚是什么？	海地山	海床	被淹没的大陆	大陆的海底延伸	4
296	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G生物发展的中间时期叫：	中生代	古生代	白垩纪	侏罗纪	1
297	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G明朝脸涂胡椒粉被仆役抬着四处走""的是谁？"	海瑞	高拱	杨慎	夏言	3
298	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古诗云：洞庭天下水，岳阳天下楼。岳阳楼在哪座湖上？	鄱阳湖	洞庭湖	洪泽湖	千岛湖	2
299	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G公元8世纪，大马士革是哪里的首都？	波斯帝国	阿拉伯王国	东罗马帝国	罗马帝国	2
300	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G除了太阳，宇宙中哪一颗恒星离我们最近？	白矮星	毗邻星	恒星	行星	2
301	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列何者属于朴素艺术家？	刘国松	洪通	朱铭	张大千	2
302	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G意大利的比塞塔实际上是比萨大教堂的钟楼，上面一共有几顶钟？	5顶	7顶	8顶	9顶	2
303	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列奇景中何者是现代七大奇景之一亦是古希腊的七大奇景之一？	万里长城	巴比伦空中花园	埃及金字塔	宙斯神像	3
304	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G东南亚最长的国际性河流是：	尼罗河	怒江	恒河	湄公河	4
305	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G清期中央机构开始半殖民地化的标志是：	总理衙门设立	南京条约签订	火烧圆明园	八国联军占北京	1
306	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列美育理念，何者不宜提倡？	过程重于结果	创作重于模仿	循序渐进的审美启发	比赛结果重于美感启发	4
307	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G强风是风力几级的风？	3级	5级	6级	10级	3
308	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界各地都有船棺葬""的习俗，它的葬具的形状似："	帆船	渔船	平底船	独木舟	4
309	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G目前最常见的白砂糖主要来自？	甘蔗	玉米	甜菜	小麦	3
310	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界天气的推动力是？	太阳	风	气流	洋流	1
311	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G假设你在宇宙飞船上烧一壶水，烧多少时间才会烧开呢？	一小时	不会烧开	一天	不知道	2
312	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蛔虫生活在人体内属于什么关系？	寄生	寄居	喂养	不清楚	1
313	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第一架望远镜是由谁发明？	达尔文	伽利略	亚里斯多德	弗洛伊德	2
314	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G植物营养繁殖是植物体的营养器官产生新个体的繁殖方式，用匍匐茎繁殖的是：	草莓	芨芨草	小麦	西红柿	1
315	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G狮子座流星雨是由哪一颗彗星引起的？	坦普尔·塔特尔彗星	哈雷彗星	索普彗星	奥尔齐格彗星	1
316	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G生活在里海和黑海里的欧洲鳇，寿命：	高于200年	高于100年	高于50年	高于150年	2
317	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G鱼有耳朵吗？	有	没有	咸水鱼有	淡水鱼有	1
318	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G天然气主要成分是？	乙炔	一氧化氮	甲烷	乙烯	3
319	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G风能利用的最主要的形式是：	风力发电	风力磨坊	探测天气	改善环境	1
320	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在计算机的中文字系统中，一个中文字占多少位元组？	4	2	8	1	2
321	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在草-兔-狼-虎这条食物链中，虎属于：	初级消费者	二级消费者	三级消费者	四级消费者	3
322	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G青霉素发明于：	1928年	1925年	1914年	1919年	1
323	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G要进行夏眠的动物是：	海参	海蜇	海马	珊瑚	1
324	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G石油是由水中的什么物质在高压作用下形成的？	植物残骸	动物残骸	矿物演变	微生物残骸	4
325	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G糖尿病人比较适合吃的糖""是："	木糖醇	方糖	蔗糖	麦芽糖	1
326	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G爱因斯坦著称于世的理论是：	博弈论	相对论	进化论	能量守恒定律	2
327	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G娃娃鱼体长一般在几米左右？	1米	2米	3米	5米	1
328	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G金刚石的组成元素与下列什么物质相同：	煤炭	花岗岩	石墨	石灰岩	3
329	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G动物中视角最大的是：	鹰	蛇	狗	鱼	4
330	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪种鱼在产卵后后会死亡？	大麻哈鱼	大黄鱼	小黄鱼	比目鱼	1
331	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G从哪个部位可以知道马的年龄？	蹄子	鬃毛	耳朵	牙齿	4
332	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G水分子有哪两种元素组成？	氢氮	氮氧	氢氧	硫氧	3
333	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G脊椎动物中，什么动物才开始算是真正的陆生动物？	卵生动物	鱼类	爬行动物	没有	3
334	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早的地铁是哪国建造的？	英国	法国	美国	日本	1
335	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G黄河水污染使生态环境恶化，生物种群多样性丧失。你知道黄河原有鱼类多少种？	150多种	200多种	50多种	70多种	1
336	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最高级的爬行动物是：	壁虎	鳄鱼	蜥蜴	鸭嘴兽	2
337	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G丝绸之路的开辟可追溯到：	东汉	战国	西汉	西晋	3
338	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一件作品与米兰朗基罗无关？	名画『雅典学院』	圣彼得大教堂	西斯汀教堂天棚壁画	摩西像	1
339	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G现存鸟类中的最大的鸟蛋是：	企鹅	鸵鸟	火鸡	秃鹫	2
340	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G北极星在哪个星座中？	天鹅座	天鹰座	小熊星座	双子座	3
341	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G海绵是一种：	动物	海藻	厥类	微生物	1
342	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上哪一种动物的寿命最长？	仙鹤	麋鹿	鲸鱼	乌龟	4
343	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G开屏的孔雀是：	雄孔雀	雌孔雀	成年的孔雀	都可以	1
344	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上熔点最高的金属是：	金	钨	铂	镍	2
345	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一位画家是印象派的奠基者？	高更	米勒	莫内	赛尚	3
346	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G1869年3月，哪位科学家正式公布了元素周期律？	门捷列夫	牛顿	焦耳	居里夫人	1
347	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G极地越野车是模仿什么动物行走而设计制造的？	北极狐	企鹅	北极熊	海象	2
348	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G目前在各种矿物质中硬度最大的是：	石墨	钛	金刚石	钛铝合金	3
349	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G内蒙古草原上的芨芨草最高可达：	2米	3米	4米	5米	1
350	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G玫瑰花没有什么颜色？	绿色	粉色	红色	白色	1
351	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G鸟类中最小的是：	蜂鸟	麻雀	黄莺	黄鹂	1
352	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G彩虹的顶部是什么颜色的？	红	黄	蓝	橙	1
353	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G鸭嘴兽的体温是：	30度	40度	35度	不稳定	4
354	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在真空里同样为1吨重的木头和铁，在空气里哪个更重？	铁	木头	一样重	没有重量	2
355	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G动物中的跳高冠军是谁？	跳骚	袋鼠	考拉	美洲山狮	4
356	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G有千岛国""之称的是？"	菲律宾	海地	日本	印度尼西亚	4
357	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G黑洞的颜色是？	无颜色	褐色	黑色	五光十色	1
358	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上长颈鹿的脖子最长有：	3米左右	4米左右	6米左右	8米左右	3
359	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G圣马力诺被称为国中之国""，它的国土被哪个国家包围？"	法国	南非	瑞士	意大利	4
360	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G明月几时有，把酒问青天。是谁的词？	李白	杜甫	苏轼	白居易	3
361	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G星垂平野阔，月涌大江流是谁的诗句？	杜甫	苏轼	白居易	杨万里	1
362	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G南方产量最大，分布最广的水果是	苹果	西瓜	柑橘	荔枝	3
363	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G山重水复疑无路，柳暗花明又一村是谁写的？	辛弃疾	陆游	李清照	苏轼	2
364	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一位画家对阳光下的自然静物，在季节变化下的光色变化有详尽的研究？	高更	米勒	莫内	赛尚	3
